..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10360.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10360.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10360.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10360.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10360.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4476.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4476.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4476.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4476.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4476.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6534.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6534.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6534.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6534.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6534.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10090.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10090.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10090.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10090.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10090.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\5117.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\5117.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\5117.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\5117.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\5117.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4777.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4777.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4777.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4777.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4777.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4681.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4681.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4681.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4681.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4681.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9255.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9255.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9255.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9255.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9255.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8812.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8812.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8812.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8812.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8812.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\11191.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\11191.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\11191.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\11191.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\11191.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2621.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2621.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2621.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2621.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2621.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1840.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1840.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1840.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1840.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1840.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1690.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1690.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1690.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1690.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1690.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\670.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\670.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\670.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\670.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\670.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3091.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3091.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3091.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3091.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3091.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4944.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4944.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4944.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4944.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4944.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3778.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3778.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3778.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3778.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3778.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10120.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10120.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10120.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10120.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10120.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10886.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10886.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10886.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10886.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10886.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8554.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8554.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8554.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8554.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8554.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6911.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6911.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6911.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6911.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6911.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4001.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4001.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4001.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4001.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4001.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9722.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9722.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9722.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9722.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9722.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3176.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3176.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3176.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3176.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3176.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6968.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6968.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6968.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6968.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6968.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1762.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1762.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1762.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1762.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1762.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9186.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9186.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9186.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9186.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9186.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3471.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3471.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3471.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3471.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3471.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6655.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6655.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6655.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6655.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6655.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10697.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10697.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10697.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10697.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10697.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2835.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2835.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2835.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2835.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2835.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1233.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1233.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1233.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1233.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1233.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2645.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2645.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2645.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2645.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2645.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4571.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4571.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4571.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4571.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4571.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\5307.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\5307.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\5307.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\5307.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\5307.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\5976.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\5976.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\5976.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\5976.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\5976.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6302.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6302.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6302.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6302.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6302.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1027.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1027.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1027.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1027.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1027.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8389.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8389.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8389.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8389.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8389.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8162.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8162.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8162.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8162.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8162.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2132.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2132.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2132.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2132.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2132.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10494.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10494.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10494.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10494.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10494.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10315.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10315.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10315.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10315.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10315.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3513.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3513.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3513.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3513.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3513.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3169.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3169.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3169.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3169.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3169.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\11423.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\11423.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\11423.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\11423.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\11423.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9234.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9234.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9234.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9234.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9234.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4048.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4048.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4048.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4048.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4048.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7752.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7752.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7752.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7752.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7752.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2857.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2857.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2857.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2857.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2857.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\11131.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\11131.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\11131.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\11131.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\11131.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2844.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2844.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2844.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2844.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2844.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\5075.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\5075.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\5075.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\5075.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\5075.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2418.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2418.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2418.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2418.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2418.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4987.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4987.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4987.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4987.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4987.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1941.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1941.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1941.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1941.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1941.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4821.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4821.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4821.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4821.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4821.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7478.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2568.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2568.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2568.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2568.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2568.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8765.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8765.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8765.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8765.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8765.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\472.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\472.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\472.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\472.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\472.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6771.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6771.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6771.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6771.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6771.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1756.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1756.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1756.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1756.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1756.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\906.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\906.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\906.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\906.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\906.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10783.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10783.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10783.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10783.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10783.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9001.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9001.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9001.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9001.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9001.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2057.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2057.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2057.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2057.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2057.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6993.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6993.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6993.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6993.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6993.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3068.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3068.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3068.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3068.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3068.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9200.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9200.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9200.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9200.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9200.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7313.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7313.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7313.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7313.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7313.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\439.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\439.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\439.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\439.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\439.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6813.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6813.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6813.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6813.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6813.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10651.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10651.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10651.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10651.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10651.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\11236.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\11236.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\11236.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\11236.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\11236.tif
